github_repo	name	url	license	maker	owner_type	description	language	stars	homepage	created_at	pushed_at	archived	topics	error
Lum1104/Understand-Anything	Understand-Anything	https://github.com/Lum1104/Understand-Anything	MIT	Egonex-AI	Organization	Graphs that teach > graphs that impress. Turn any code into an interactive knowledge graph you can explore, search, and ask questions about. Works with Claude Code, Codex, Cursor, Copilot, Gemini CLI, and more.	TypeScript	79839	https://understand-anything.com/	2026-03-15T02:30:51Z	2026-08-11T14:13:37Z	False	antigravity-skills;business-knowledge;claude-code;claude-skills;codebase-analysis;codex;codex-skills;developer-tools-ai-agent;gemini-cli-skills;karpathy-llm-wiki;knowledge-base;knowledge-graph;memory;opencode-skills;pi-agent;understandcode;vibe-coding	
sanjeed5/awesome-cursor-rules-mdc	awesome-cursor-rules-mdc	https://github.com/sanjeed5/awesome-cursor-rules-mdc	CC0-1.0	sanjeed5	User	Curated list of awesome Cursor Rules .mdc files	Python	3567		2025-02-17T11:23:04Z	2026-05-19T12:28:00Z	False		
PatrickJS/awesome-cursorrules	awesome-cursorrules	https://github.com/PatrickJS/awesome-cursorrules	CC0-1.0	PatrickJS	User	📄  Configuration files that enhance Cursor AI editor experience with custom rules and behaviors	JavaScript	40613	https://github.com/PatrickJS/awesome-cursorrules	2024-09-16T15:38:38Z	2026-05-30T18:01:29Z	False	awesome;awesome-list;cursor;cursor-ai-editor;cursorrules	
GLips/Figma-Context-MCP	Figma MCP	https://github.com/GLips/Figma-Context-MCP	MIT	GLips	User	MCP server to provide Figma layout information to AI coding agents like Cursor	TypeScript	15678	https://www.framelink.ai/	2025-02-13T02:55:06Z	2026-08-07T04:58:42Z	False	ai;cursor;figma;mcp;typescript	
github/github-mcp-server	GitHub MCP Server	https://github.com/github/github-mcp-server	MIT	github	Organization	GitHub's official MCP Server	Go	32367		2025-03-04T16:42:04Z	2026-08-19T21:28:59Z	False	github;mcp;mcp-server	
modelcontextprotocol/inspector	modelcontextprotocol/inspector	https://github.com/modelcontextprotocol/inspector	None	modelcontextprotocol	Organization	Visual testing tool for MCP servers	TypeScript	10701	https://modelcontextprotocol.io/docs/2026-07-28/tools/inspector	2024-10-03T21:47:42Z	2026-08-19T19:18:26Z	False	cli;debug;mcp;tool;tui;web	
supabase-community/supabase-mcp	Supabase MCP	https://github.com/supabase-community/supabase-mcp	Apache-2.0	supabase	Organization	Connect Supabase to your AI assistants	TypeScript	2868	https://supabase.com/mcp	2024-12-20T23:52:42Z	2026-08-19T16:53:37Z	False		
hesreallyhim/awesome-claude-code	awesome-claude-code (hesreallyhim)	https://github.com/hesreallyhim/awesome-claude-code	NOASSERTION	hesreallyhim	User	A hand-picked collection of the finest of resources for the most awesome of agents, Claude Code, the undisputed champion of coding companions, from the unstoppable team at Anthropic PBC. A delectable showcase of top tier skills, ambidextrous agents, scintillating status lines, top notch developer tooling, and also we have plugins	Python	52655		2025-04-19T20:55:59Z	2026-08-20T00:12:41Z	False	agent-skills;agentic-code;agentic-coding;ai-workflow-optimization;ai-workflows;anthropic;anthropic-claude;awesome;awesome-claude-code;awesome-list;awesome-lists;awesome-resources;claude;claude-code;coding-agent;coding-agents;coding-assistant;coding-assistants;llm	
jqueryscript/awesome-claude-code	awesome-claude-code (jqueryscript)	https://github.com/jqueryscript/awesome-claude-code	CC0-1.0	jqueryscript	User	A curated list of awesome tools, IDE integrations, frameworks, and other resources for developers working with Anthropic's Claude Code. 	None	501	https://www.scriptbyai.com/claude-code-resource-list/	2025-07-13T14:47:06Z	2026-08-08T16:40:00Z	False	awesome-list;awesome-lists;claude;claude-code;claude-code-plugin;claude-skills;cli;code-generation;coding-agents;vibe-coding	
VoltAgent/awesome-claude-code-subagents	awesome-claude-code-subagents	https://github.com/VoltAgent/awesome-claude-code-subagents	MIT	VoltAgent	Organization	A collection of 100+ specialized Claude Code subagents covering a wide range of development use cases	Shell	24471	https://github.com/VoltAgent/voltagent	2025-07-30T12:31:51Z	2026-08-12T13:34:46Z	False	ai-agent-framework;ai-agent-tools;ai-agents;awesome;awesome-list;claude;claude-ai;claude-code-subagents;claude-subagents;subagents	
ComposioHQ/awesome-claude-skills	awesome-claude-skills	https://github.com/ComposioHQ/awesome-claude-skills	None	ComposioHQ	Organization	A curated list of awesome Claude Skills, resources, and tools for customizing Claude AI workflows	Python	72831		2025-10-17T07:15:01Z	2026-08-10T21:45:44Z	False	agent-skills;ai-agents;antigravity;automation;claude;claude-code;codex;composio;cursor;developer-tools;gemini-cli;mcp;openai-codex;rube;saas;skill;workflow-automation	
bmad-code-org/BMAD-METHOD	BMAD-METHOD	https://github.com/bmad-code-org/BMAD-METHOD	NOASSERTION	bmad-code-org	Organization	Breakthrough Method for Agile Ai Driven Development	JavaScript	52089		2025-04-13T14:54:25Z	2026-08-19T22:56:47Z	False		
shanraisshan/claude-code-best-practice	claude-code-best-practice	https://github.com/shanraisshan/claude-code-best-practice	MIT	shanraisshan	User	from vibe coding to agentic engineering - practice makes claude perfect	HTML	64745	https://linkedin.com/in/shanraisshan	2025-10-31T14:15:28Z	2026-08-19T06:38:38Z	False	agentic-ai;agentic-coding;agentic-engineering;agentic-workflow;ai;ai-agents;anthropic;best-practices;boris;claude;claude-ai;claude-code;claude-code-agents;claude-code-best-practices;claude-code-commands;claude-code-skills;context-engineering;pakistan;pakistani-developer;vibe-coding	
anthropics/claude-agent-sdk-python	Claude Agent SDK (Python)	https://github.com/anthropics/claude-agent-sdk-python	MIT	anthropics	Organization		Python	7935		2025-06-11T21:33:43Z	2026-08-20T00:54:22Z	False		
anthropics/claude-agent-sdk-typescript	Claude Agent SDK (TypeScript)	https://github.com/anthropics/claude-agent-sdk-typescript	None	anthropics	Organization		Shell	1706		2025-09-27T20:21:19Z	2026-08-20T00:54:27Z	False		
rohitg00/agentmemory	agentmemory	https://github.com/rohitg00/agentmemory	Apache-2.0	rohitg00	User	#1 Persistent memory for AI coding agents based on real-world benchmarks	TypeScript	27189	https://agent-memory.dev	2026-02-25T07:32:52Z	2026-08-17T06:12:00Z	False	agentmemory;agents;ai;claude;claudecode;codex;copilot;cursor;genai;harness;hermes;memory;openclaw	
lancedb/lancedb	LanceDB	https://github.com/lancedb/lancedb	Apache-2.0	lancedb	Organization	Developer-friendly OSS embedded retrieval library for multimodal AI. Search More; Manage Less.	Rust	11197	https://lancedb.com/docs	2023-02-28T01:15:17Z	2026-08-20T00:08:44Z	False	approximate-nearest-neighbor-search;image-search;nearest-neighbor-search;recommender-system;search-engine;semantic-search;similarity-search;vector-database	
ast-grep/ast-grep	ast-grep	https://github.com/ast-grep/ast-grep	MIT	ast-grep	Organization	⚡A CLI tool for code structural search, lint and rewriting. Written in Rust	Rust	15592	https://ast-grep.github.io/	2022-07-01T19:21:00Z	2026-08-18T18:07:41Z	False	ast;babel;codemod;codereview;command-line;command-line-tool;grep;linter;refactoring;rust;search;static-analysis;structural-search;tree-sitter;typescript	
mufeedvh/code2prompt	Code2Prompt	https://github.com/mufeedvh/code2prompt	MIT	mufeedvh	User	A CLI tool to convert your codebase into a single LLM prompt with source tree, prompt templating, and token counting.	Rust	7604	https://code2prompt.dev	2024-03-09T12:42:06Z	2026-06-29T18:24:06Z	False	ai;chatgpt;claude;cli;command-line;command-line-tool;gpt;llm;prompt;prompt-engineering;prompt-generator;prompt-toolkit;rust	
andrewyng/context-hub	context-hub	https://github.com/andrewyng/context-hub	MIT	andrewyng	User		JavaScript	13929		2025-10-30T12:20:34Z	2026-05-31T18:41:45Z	False		
coderamp-labs/gitingest	GitIngest	https://github.com/coderamp-labs/gitingest	MIT	coderamp-labs	Organization	Replace 'hub' with 'ingest' in any GitHub URL to get a prompt-friendly extract of a codebase 	Python	15322	https://gitingest.com	2024-11-29T08:27:18Z	2026-08-15T09:51:48Z	False	ai;code;developer-tool;ingestion	
abhigyanpatwari/GitNexus	GitNexus	https://github.com/abhigyanpatwari/GitNexus	NOASSERTION	abhigyanpatwari	User	GitNexus: The Zero-Server Code Intelligence Engine -       GitNexus is a client-side knowledge graph creator that runs entirely in your browser. Drop in a git repository (Github, Gitlab, Azure, Local) or ZIP file, and get an interactive knowledge graph with a built in Graph RAG Agent. Perfect for code exploration	TypeScript	45589	https://gitnexus.vercel.app	2025-08-02T23:20:31Z	2026-08-19T20:19:05Z	False		
yamadashy/repomix	Repomix	https://github.com/yamadashy/repomix	MIT	yamadashy	User	📦 Repomix is a powerful tool that packs your entire repository into a single, AI-friendly file. Perfect for when you need to feed your codebase to Large Language Models (LLMs) or other AI tools like Claude, ChatGPT, DeepSeek, Perplexity, Gemini, Gemma, Llama, Grok, and more.	TypeScript	27960	https://repomix.com	2024-07-13T07:11:32Z	2026-08-18T15:50:21Z	False	ai;anthropic;artificial-intelligence;chatbot;chatgpt;claude;deepseek;developer-tools;gemini;genai;generative-ai;gpt;javascript;language-model;llama;llm;mcp;nodejs;openai;typescript	
tree-sitter/tree-sitter	tree-sitter	https://github.com/tree-sitter/tree-sitter	MIT	tree-sitter	Organization	An incremental parsing system for programming tools	Rust	26697	https://tree-sitter.github.io	2013-11-06T06:16:00Z	2026-08-20T00:30:18Z	False	c;incremental;parser;parsing;rust;tree-sitter;wasm	
daytonaio/daytona	Daytona	https://github.com/daytonaio/daytona	None	daytonaio	Organization	Daytona is a Secure and Elastic Infrastructure for Running AI-Generated Code	None	71959	https://daytona.io	2024-02-06T08:21:20Z	2026-07-24T07:12:07Z	False	agentic-workflow;ai;ai-agents;ai-runtime;ai-sandboxes;code-execution;code-interpreter;developer-tools	
dagger/dagger	Dagger	https://github.com/dagger/dagger	Apache-2.0	dagger	Organization	Automation engine to build, test and ship any codebase. Runs locally, in CI, or directly in the cloud	Go	16182	https://dagger.io	2019-11-20T01:31:51Z	2026-08-19T21:49:28Z	False	agents;caching;ci-cd;containers;continuous-deployment;continuous-integration;devops;docker;graphql;workflows	
Ivy-Interactive/Ivy-Tendril	Ivy Tendril	https://github.com/Ivy-Interactive/Ivy-Tendril	NOASSERTION	Ivy-Interactive	Organization	Open-source software factory for enterprise-grade software	C#	171	https://tendril.ivy.app	2026-04-15T18:55:10Z	2026-08-19T15:07:53Z	False	agentic-coding;agentic-workflow;claude-code;codex;gemini	
sindresorhus/awesome	awesome	https://github.com/sindresorhus/awesome	CC0-1.0	sindresorhus	User	😎 Awesome lists about all kinds of interesting topics	None	497838		2014-07-11T13:42:37Z	2026-08-18T13:28:50Z	False	awesome;awesome-list;lists;resources;unicorns	
thangchung/awesome-dotnet-core	awesome-dotnet-core	https://github.com/thangchung/awesome-dotnet-core	None	thangchung	User	:honeybee: A collection of awesome .NET core libraries, tools, frameworks and software	C#	21364		2016-03-17T03:52:09Z	2026-02-27T03:26:22Z	False	awesome;awesome-list;csharp;dotnet-core;list;microsoft	
machinegpt/agent	**Agent**	https://github.com/machinegpt/agent	Apache-2.0	machinegpt	Organization	Jinx	TypeScript	279	https://apxgpt.com	2025-04-21T12:59:07Z	2026-06-30T22:46:23Z	False		
nuvemlabs/agent.antonova	**Agent.Antonova**	https://github.com/nuvemlabs/agent.antonova	None	nuvemlabs	User	Autonomous Claude Code agent with continuous development lifecycle	JavaScript	0		2025-07-04T08:10:33Z	2025-07-11T21:25:01Z	False		
nuvemlabs/antonova	**Antonova**	https://github.com/nuvemlabs/antonova	None	nuvemlabs	User	Autonomous Claude Code agent with continuous development lifecycle	None	0		2025-07-04T08:09:50Z	2025-07-04T08:09:51Z	False		
OnePunchMonk/AgentQuant	**Agentquant**	https://github.com/OnePunchMonk/AgentQuant	None	OnePunchMonk	User	Autonomous quantitative trading research platform that transforms stock lists into fully backtested strategies using AI agents, real market data, and mathematical formulations, all without requiring any coding.	Python	173		2025-08-12T11:54:40Z	2026-08-01T09:06:44Z	False	agentic-ai;autonomous-agent;finance-ai;fintech;langchain;langgraph;portfolio-optimization;quant-agent;quantitative-finance;quantitative-research;stock-ai;vectorbt;yfinance	
danish296/GenerativeAutonomousProgrammer	**Generativeautonomousprogrammer**	https://github.com/danish296/GenerativeAutonomousProgrammer	NOASSERTION	danish296	User	The G.A.P. (Generative Autonomous Programmer) is an autonomous AI system designed to handle the entire software development lifecycle. It uses Git to manage the source code it creates. After receiving a prompt, the agent writes, tests, and debugs code	TypeScript	0	https://generative-autonomous-programmer.vercel.app	2025-09-03T09:30:54Z	2025-09-03T09:38:37Z	False		
Fyr-Dev/Cursor-AI-Factory-Coder	**Cursor-Ai-Factory-Coder**	https://github.com/Fyr-Dev/Cursor-AI-Factory-Coder	MIT	Fyr-Dev	User	A fully autonomous AI coding factory system for Cursor IDE. Automatically initializes project context (Memory Bank), parses PRD into prioritized tasks, monitors live task execution, and evolves AI agents via self-correcting rules. Designed for serious AI-driven software development with minimal human intervention.	Shell	2		2025-04-27T20:31:53Z	2025-04-27T20:41:00Z	False		
aidrivencoder/Roo-Cline	**Roo-Cline**	https://github.com/aidrivencoder/Roo-Cline	Apache-2.0	aidrivencoder	User	Autonomous coding agent right in your IDE, capable of creating/editing files, executing commands, using the browser, and more with your permission every step of the way.	TypeScript	45	https://marketplace.visualstudio.com/items?itemName=RooVeterinaryInc.roo-cline	2024-12-18T23:07:27Z	2025-02-11T00:02:50Z	False		
hcengineering/huly-coder	**Huly-Coder**	https://github.com/hcengineering/huly-coder	MIT	hcengineering	Organization	A lightweight autonomous AI coding agent with terminal-based UI, inspired by Codex and Cline.	Rust	96	https://hulylabs.com	2025-04-18T03:04:16Z	2025-08-11T08:35:06Z	False	agentic-ai;ai-agents;rag	
Tarekivida/ai_development_team	**Ai_Development_Team**	https://github.com/Tarekivida/ai_development_team	MIT	Tarekivida	User	Autonomous multi-agent AI development system built with AutoGen. Simulates a collaborative software team with role-based LLM agents (Admin, Project Manager, Engineer) capable of planning, coding, and executing features from user input or functional specs. 	Python	2	https://tarekaghenda.com/your-ai-dev-team-has-a-project-manager-an-engineer-and-no-ego/	2025-05-01T18:58:25Z	2025-05-02T11:28:05Z	False		
mkritter3/claude-super-agents	**Claude-Super-Agents**	https://github.com/mkritter3/claude-super-agents												gh: Not Found (HTTP 404)
iLashley/Multi-Agent-Auto-Coder	**Multi-Agent-Auto-Coder**	https://github.com/iLashley/Multi-Agent-Auto-Coder	None	iLashley	User	A modular, agent-based AI framework for autonomously planning, writing, executing, debugging, and improving code — or adapting to other tasks — using local LLMs like Ollama. 	Python	2		2025-04-22T18:21:04Z	2025-04-22T19:44:37Z	False		
timothydriscollbch/team-auto-claude	**Team-Auto-Claude**	https://github.com/timothydriscollbch/team-auto-claude												gh: Not Found (HTTP 404)
huooda/MultiCoder	**Multicoder**	https://github.com/huooda/MultiCoder												gh: Not Found (HTTP 404)
AmanKumar-0/ai-code-review-agent	**Ai-Code-Review-Agent**	https://github.com/AmanKumar-0/ai-code-review-agent	None	AmanKumar-0	User	🤖 Autonomous AI-powered code review agent system that uses AI to analyze GitHub pull requests, process them asynchronously using Celery, and interact with developers through a structured API.	Python	0		2025-08-03T21:24:42Z	2025-08-03T21:28:36Z	False		
ramkumardeepak774/autonomous-code-review-agent	**Autonomous-Code-Review-Agent**	https://github.com/ramkumardeepak774/autonomous-code-review-agent	None	ramkumardeepak774	User	AI-powered autonomous code review agent for GitHub pull requests	Python	0		2025-08-05T19:28:32Z	2025-08-05T19:33:41Z	False		
meetvaghani12/AnveshaCode	**Anveshacode**	https://github.com/meetvaghani12/AnveshaCode	None	meetvaghani12	User	AnveshaCode(अन्वेषा) is an AI-powered code and project review tool that uses LLMs and autonomous agents to analyze entire codebases, detect issues, and suggest intelligent improvements.	TypeScript	0	https://anvesha-code.vercel.app	2025-05-03T17:24:59Z	2026-02-04T08:02:11Z	False		
